0,0,0,1,0
2,0,0,0,0
600,1,0,1,0
602,1,0,0,0
660,1,1,1,0
662,1,1,0,0
840,1,1,1,0
841,0,0,1,0
842,1,1,0,0
843,0,0,0,0
844,1,1,0,0
845,0,0,0,0
846,1,1,0,0
847,0,0,0,0
848,1,1,0,0
849,0,0,0,0
850,1,1,0,0
851,0,0,0,0
852,1,1,0,0
853,0,0,0,0
854,1,1,0,0
855,0,0,0,0
856,1,1,0,0
857,0,0,0,0
858,1,1,0,0
859,0,0,0,0
860,1,1,0,0
861,0,0,0,0
862,1,1,0,0
863,0,0,0,0
864,1,1,0,0
865,0,0,0,0
866,1,1,0,0
867,0,0,0,0
868,1,1,0,0
869,0,0,0,0
870,1,1,0,1
871,0,0,0,0
872,1,1,0,0
873,0,0,0,0
874,1,1,0,0
875,0,0,0,0
876,1,1,0,0
877,0,0,0,0
878,1,1,0,0
879,0,0,0,0
880,1,1,0,0
881,0,0,0,0
882,1,1,0,0
883,0,0,0,0
884,1,1,0,0
885,0,0,0,0
886,1,1,0,0
887,0,0,0,0
888,1,1,0,0
889,0,0,0,0
890,1,1,0,1
891,0,0,0,0
892,1,1,0,1
893,0,0,0,0
894,1,1,0,1
895,0,0,0,0
896,1,1,0,1
897,0,0,0,0
898,1,1,0,1
899,0,0,0,0
900,0,0,1,0
901,0,0,1,0
903,0,0,0,0
